11117001	FI	1	1
11117002	FI	0	0
11117003	FI	0	0
11117004	FI	0	0
11117005	FI	0	0
11117006	FI	0	0
11117007	FI	0	0
11117008	FI	0	0
11117009	FI	0	0
11117010	FI	0	0
11116001	FI	1	2
11116002	FI	0	0
11116003	FI	0	0
11116004	FI	0	0
11116005	FI	0	0
11116006	FI	0	0
11116007	FI	0	0
11116008	FI	0	0
11116009	FI	0	0
11116010	FI	0	0
12117001	GF	1	3
12117002	GF	0	0
12117003	GF	0	0
12117004	GF	0	0
12117005	GF	0	0
12117006	GF	0	0
12117007	GF	0	0
12117008	GF	0	0
12117009	GF	0	0
12117010	GF	0	0
12116001	GF	1	1
12116002	GF	0	0
12116003	GF	0	0
12116004	GF	0	0
12116005	GF	0	0
12116006	GF	0	0
12116007	GF	0	0
12116008	GF	0	0
12116009	GF	0	0
12116010	GF	0	0
13117001	EL	1	2
13117002	EL	0	0
13117003	EL	0	0
13117004	EL	0	0
13117005	EL	0	0
13117006	EL	0	0
13117007	EL	0	0
13117008	EL	0	0
13117009	EL	0	0
13117010	EL	0	0
13116001	EL	1	3
13116002	EL	0	0
13116003	EL	0	0
13116004	EL	0	0
13116005	EL	0	0
13116006	EL	0	0
13116007	EL	0	0
13116008	EL	0	0
13116009	EL	0	0
13116010	EL	0	0
14117001	IF	1	1
14117002	IF	0	0
14117003	IF	0	0
14117004	IF	0	0
14117005	IF	0	0
14117006	IF	0	0
14117007	IF	0	0
14117008	IF	0	0
14117009	IF	0	0
14117010	IF	0	0
14116001	IF	1	2
14116002	IF	0	0
14116003	IF	0	0
14116004	IF	0	0
14116005	IF	0	0
14116006	IF	0	0
14116007	IF	0	0
14116008	IF	0	0
14116009	IF	0	0
14116010	IF	0	0
15117001	GL	1	1
15117002	GL	0	0
15117003	GL	0	0
15117004	GL	0	0
15117005	GL	0	0
15117006	GL	0	0
15117007	GL	0	0
15117008	GL	0	0
15117009	GL	0	0
15117010	GL	0	0
15116001	GL	0	0
15116002	GL	0	0
15116003	GL	0	0
15116004	GL	0	0
15116005	GL	0	0
15116006	GL	0	0
15116007	GL	0	0
15116008	GL	0	0
15116009	GL	0	0
15116010	GL	0	0
16117001	MA	0	0
16117002	MA	0	0
16117003	MA	0	0
16117004	MA	0	0
16117005	MA	0	0
16117006	MA	0	0
16117007	MA	0	0
16117008	MA	0	0
16117009	MA	0	0
16117010	MA	0	0
16116001	MA	0	0
16116002	MA	0	0
16116003	MA	0	0
16116004	MA	0	0
16116005	MA	0	0
16116006	MA	0	0
16116007	MA	0	0
16116008	MA	0	0
16116009	MA	0	0
16116010	MA	0	0
17117001	ME	0	0
17117002	ME	0	0
17117003	ME	0	0
17117004	ME	0	0
17117005	ME	0	0
17117006	ME	0	0
17117007	ME	0	0
17117008	ME	0	0
17117009	ME	0	0
17117010	ME	0	0
17116001	ME	0	0
17116002	ME	0	0
17116003	ME	0	0
17116004	ME	0	0
17116005	ME	0	0
17116006	ME	0	0
17116007	ME	0	0
17116008	ME	0	0
17116009	ME	0	0
17116010	ME	0	0
18117001	BI	0	0
18117002	BI	0	0
18117003	BI	0	0
18117004	BI	0	0
18117005	BI	0	0
18117006	BI	0	0
18117007	BI	0	0
18117008	BI	0	0
18117009	BI	0	0
18117010	BI	0	0
18116001	BI	0	0
18116002	BI	0	0
18116003	BI	0	0
18116004	BI	0	0
18116005	BI	0	0
18116006	BI	0	0
18116007	BI	0	0
18116008	BI	0	0
18116009	BI	0	0
18116010	BI	0	0
19117001	TI	0	0
19117002	TI	0	0
19117003	TI	0	0
19117004	TI	0	0
19117005	TI	0	0
19117006	TI	0	0
19117007	TI	0	0
19117008	TI	0	0
19117009	TI	0	0
19117010	TI	0	0
19116001	TI	0	0
19116002	TI	0	0
19116003	TI	0	0
19116004	TI	0	0
19116005	TI	0	0
19116006	TI	0	0
19116007	TI	0	0
19116008	TI	0	0
19116009	TI	0	0
19116010	TI	0	0
21117001	SI	0	0
21117002	SI	0	0
21117003	SI	0	0
21117004	SI	0	0
21117005	SI	0	0
21117006	SI	0	0
21117007	SI	0	0
21117008	SI	0	0
21117009	SI	0	0
21117010	SI	0	0
21116001	SI	0	0
21116002	SI	0	0
21116003	SI	0	0
21116004	SI	0	0
21116005	SI	0	0
21116006	SI	0	0
21116007	SI	0	0
21116008	SI	0	0
21116009	SI	0	0
21116010	SI	0	0
22117001	PWK	0	0
22117002	PWK	0	0
22117003	PWK	0	0
22117004	PWK	0	0
22117005	PWK	0	0
22117006	PWK	0	0
22117007	PWK	0	0
22117008	PWK	0	0
22117009	PWK	0	0
22117010	PWK	0	0
22116001	PWK	0	0
22116002	PWK	0	0
22116003	PWK	0	0
22116004	PWK	0	0
22116005	PWK	0	0
22116006	PWK	0	0
22116007	PWK	0	0
22116008	PWK	0	0
22116009	PWK	0	0
22116010	PWK	0	0
23117001	TG	0	0
23117002	TG	0	0
23117003	TG	0	0
23117004	TG	0	0
23117005	TG	0	0
23117006	TG	0	0
23117007	TG	0	0
23117008	TG	0	0
23117009	TG	0	0
23117010	TG	0	0
23116001	TG	0	0
23116002	TG	0	0
23116003	TG	0	0
23116004	TG	0	0
23116005	TG	0	0
23116006	TG	0	0
23116007	TG	0	0
23116008	TG	0	0
23116009	TG	0	0
23116010	TG	0	0
24117001	AR	0	0
24117002	AR	0	0
24117003	AR	0	0
24117004	AR	0	0
24117005	AR	0	0
24117006	AR	0	0
24117007	AR	0	0
24117008	AR	0	0
24117009	AR	0	0
24117010	AR	0	0
24116001	AR	1	3
24116002	AR	0	0
24116003	AR	0	0
24116004	AR	0	0
24116005	AR	0	0
24116006	AR	0	0
24116007	AR	0	0
24116008	AR	0	0
24116009	AR	0	0
24116010	AR	0	0
25117001	TL	0	0
25117002	TL	0	0
25117003	TL	0	0
25117004	TL	0	0
25117005	TL	0	0
25117006	TL	0	0
25117007	TL	0	0
25117008	TL	0	0
25117009	TL	0	0
25117010	TL	0	0
25116001	TL	0	0
25116002	TL	0	0
25116003	TL	0	0
25116004	TL	0	0
25116005	TL	0	0
25116006	TL	0	0
25116007	TL	0	0
25116008	TL	0	0
25116009	TL	0	0
25116010	TL	0	0
